sensor_id,timestamp,engine_temperature
1,2025-06-03T10:14:52.140034,90.0
1,2025-06-03T10:14:53.140034,90.0
1,2025-06-03T10:14:54.140034,90.0
1,2025-06-03T10:14:55.140034,89.46
1,2025-06-03T10:14:56.140034,90.0
1,2025-06-03T10:14:57.140034,89.46
1,2025-06-03T10:14:58.140034,89.46
1,2025-06-03T10:14:59.140034,90.0
1,2025-06-03T10:15:00.140034,90.0
1,2025-06-03T10:15:01.140034,90.0
1,2025-06-03T10:15:02.140034,90.0
1,2025-06-03T10:15:03.140034,90.0
1,2025-06-03T10:15:04.140034,90.0
1,2025-06-03T10:15:05.140034,90.0
1,2025-06-03T10:15:06.140034,90.0
1,2025-06-03T10:15:07.140034,90.0
1,2025-06-03T10:15:08.140034,90.0
1,2025-06-03T10:15:09.140034,89.46
1,2025-06-03T10:15:10.140034,90.0
1,2025-06-03T10:15:11.140034,90.0
1,2025-06-03T10:15:12.140034,90.0
1,2025-06-03T10:15:13.140034,89.46
1,2025-06-03T10:15:14.140034,89.46
1,2025-06-03T10:15:15.140034,90.0
1,2025-06-03T10:15:16.140034,90.0
1,2025-06-03T10:15:17.140034,90.0
1,2025-06-03T10:15:18.140034,90.0
1,2025-06-03T10:15:19.140034,90.0
1,2025-06-03T10:15:20.140034,90.0
1,2025-06-03T10:15:21.140034,89.46
1,2025-06-03T10:15:22.140034,90.0
1,2025-06-03T10:15:23.140034,90.0
1,2025-06-03T10:15:24.140034,90.0
1,2025-06-03T10:15:25.140034,90.0
1,2025-06-03T10:15:26.140034,90.0
1,2025-06-03T10:15:27.140034,90.0
1,2025-06-03T10:15:28.140034,90.0
1,2025-06-03T10:15:29.140034,89.46
1,2025-06-03T10:15:30.140034,90.0
1,2025-06-03T10:15:31.140034,89.46
1,2025-06-03T10:15:32.140034,90.0
1,2025-06-03T10:15:33.140034,90.0
1,2025-06-03T10:15:34.140034,90.0
1,2025-06-03T10:15:35.140034,90.0
1,2025-06-03T10:15:36.140034,90.0
1,2025-06-03T10:15:37.140034,90.0
1,2025-06-03T10:15:38.140034,90.0
1,2025-06-03T10:15:39.140034,90.0
1,2025-06-03T10:15:40.140034,90.0
1,2025-06-03T10:15:41.140034,90.0
1,2025-06-03T10:15:42.140034,90.0
1,2025-06-03T10:15:43.140034,90.0
1,2025-06-03T10:15:44.140034,90.0
1,2025-06-03T10:15:45.140034,90.0
1,2025-06-03T10:15:46.140034,90.0
1,2025-06-03T10:15:47.140034,90.0
1,2025-06-03T10:15:48.140034,90.0
1,2025-06-03T10:15:49.140034,90.0
1,2025-06-03T10:15:50.140034,90.0
1,2025-06-03T10:15:51.140034,90.0
1,2025-06-03T10:15:52.140034,90.0
1,2025-06-03T10:15:53.140034,89.46
1,2025-06-03T10:15:54.140034,90.0
1,2025-06-03T10:15:55.140034,90.0
1,2025-06-03T10:15:56.140034,90.0
1,2025-06-03T10:15:57.140034,90.0
1,2025-06-03T10:15:58.140034,89.46
1,2025-06-03T10:15:59.140034,90.0
1,2025-06-03T10:16:00.140034,90.0
1,2025-06-03T10:16:01.140034,90.0
1,2025-06-03T10:16:02.140034,90.0
1,2025-06-03T10:16:03.140034,90.0
1,2025-06-03T10:16:04.140034,90.0
1,2025-06-03T10:16:05.140034,90.0
1,2025-06-03T10:16:06.140034,90.0
1,2025-06-03T10:16:07.140034,90.0
1,2025-06-03T10:16:08.140034,90.0
1,2025-06-03T10:16:09.140034,90.0
1,2025-06-03T10:16:10.140034,90.0
1,2025-06-03T10:16:11.140034,90.0
1,2025-06-03T10:16:12.140034,89.46
1,2025-06-03T10:16:13.140034,90.0
1,2025-06-03T10:16:14.140034,90.0
1,2025-06-03T10:16:15.140034,90.0
1,2025-06-03T10:16:16.140034,89.46
1,2025-06-03T10:16:17.140034,90.0
1,2025-06-03T10:16:18.140034,90.0
1,2025-06-03T10:16:19.140034,90.0
1,2025-06-03T10:16:20.140034,90.0
1,2025-06-03T10:16:21.140034,90.0
1,2025-06-03T10:16:22.140034,90.0
1,2025-06-03T10:16:23.140034,89.46
1,2025-06-03T10:16:24.140034,90.0
1,2025-06-03T10:16:25.140034,89.46
1,2025-06-03T10:16:26.140034,89.46
1,2025-06-03T10:16:27.140034,90.0
1,2025-06-03T10:16:28.140034,90.0
1,2025-06-03T10:16:29.140034,90.0
1,2025-06-03T10:16:30.140034,90.0
1,2025-06-03T10:16:31.140034,90.0
1,2025-06-03T10:16:32.140034,90.0
1,2025-06-03T10:16:33.140034,90.0
1,2025-06-03T10:16:34.140034,90.0
1,2025-06-03T10:16:35.140034,89.46
1,2025-06-03T10:16:36.140034,90.0
1,2025-06-03T10:16:37.140034,90.0
1,2025-06-03T10:16:38.140034,90.0
1,2025-06-03T10:16:39.140034,90.0
1,2025-06-03T10:16:40.140034,89.46
1,2025-06-03T10:16:41.140034,90.0
1,2025-06-03T10:16:42.140034,89.46
1,2025-06-03T10:16:43.140034,90.0
1,2025-06-03T10:16:44.140034,89.46
1,2025-06-03T10:16:45.140034,89.46
1,2025-06-03T10:16:46.140034,90.0
1,2025-06-03T10:16:47.140034,90.0
1,2025-06-03T10:16:48.140034,90.0
1,2025-06-03T10:16:49.140034,89.46
1,2025-06-03T10:16:50.140034,89.46
1,2025-06-03T10:16:51.140034,90.0
1,2025-06-03T10:16:52.140034,90.0
1,2025-06-03T10:16:53.140034,90.0
1,2025-06-03T10:16:54.140034,90.0
1,2025-06-03T10:16:55.140034,90.0
1,2025-06-03T10:16:56.140034,90.0
1,2025-06-03T10:16:57.140034,90.0
1,2025-06-03T10:16:58.140034,90.0
1,2025-06-03T10:16:59.140034,89.46
1,2025-06-03T10:17:00.140034,90.0
1,2025-06-03T10:17:01.140034,90.0
1,2025-06-03T10:17:02.140034,89.46
1,2025-06-03T10:17:03.140034,89.46
1,2025-06-03T10:17:04.140034,89.46
1,2025-06-03T10:17:05.140034,90.0
1,2025-06-03T10:17:06.140034,90.0
1,2025-06-03T10:17:07.140034,90.0
1,2025-06-03T10:17:08.140034,90.0
1,2025-06-03T10:17:09.140034,90.0
1,2025-06-03T10:17:10.140034,90.0
1,2025-06-03T10:17:11.140034,89.46
1,2025-06-03T10:17:12.140034,90.0
1,2025-06-03T10:17:13.140034,90.0
1,2025-06-03T10:17:14.140034,90.0
1,2025-06-03T10:17:15.140034,90.0
1,2025-06-03T10:17:16.140034,90.0
1,2025-06-03T10:17:17.140034,90.0
1,2025-06-03T10:17:18.140034,90.0
1,2025-06-03T10:17:19.140034,90.0
1,2025-06-03T10:17:20.140034,90.0
1,2025-06-03T10:17:21.140034,90.0
1,2025-06-03T10:17:22.140034,89.46
1,2025-06-03T10:17:23.140034,89.46
1,2025-06-03T10:17:24.140034,90.0
1,2025-06-03T10:17:25.140034,90.0
1,2025-06-03T10:17:26.140034,89.46
1,2025-06-03T10:17:27.140034,89.46
1,2025-06-03T10:17:28.140034,90.0
1,2025-06-03T10:17:29.140034,90.0
1,2025-06-03T10:17:30.140034,89.46
1,2025-06-03T10:17:31.140034,90.0
1,2025-06-03T10:17:32.140034,90.0
1,2025-06-03T10:17:33.140034,90.0
1,2025-06-03T10:17:34.140034,90.0
1,2025-06-03T10:17:35.140034,90.0
1,2025-06-03T10:17:36.140034,89.46
1,2025-06-03T10:17:37.140034,90.0
1,2025-06-03T10:17:38.140034,90.0
1,2025-06-03T10:17:39.140034,90.0
1,2025-06-03T10:17:40.140034,90.0
1,2025-06-03T10:17:41.140034,90.0
1,2025-06-03T10:17:42.140034,89.46
1,2025-06-03T10:17:43.140034,90.0
1,2025-06-03T10:17:44.140034,90.0
1,2025-06-03T10:17:45.140034,90.0
1,2025-06-03T10:17:46.140034,90.0
1,2025-06-03T10:17:47.140034,90.0
1,2025-06-03T10:17:48.140034,90.0
1,2025-06-03T10:17:49.140034,90.0
1,2025-06-03T10:17:50.140034,90.0
1,2025-06-03T10:17:51.140034,89.46
1,2025-06-03T10:17:52.140034,90.0
1,2025-06-03T10:17:53.140034,90.0
1,2025-06-03T10:17:54.140034,90.0
1,2025-06-03T10:17:55.140034,90.0
1,2025-06-03T10:17:56.140034,90.0
1,2025-06-03T10:17:57.140034,90.0
1,2025-06-03T10:17:58.140034,89.46
1,2025-06-03T10:17:59.140034,90.0
1,2025-06-03T10:18:00.140034,90.0
1,2025-06-03T10:18:01.140034,90.0
1,2025-06-03T10:18:02.140034,90.0
1,2025-06-03T10:18:03.140034,90.0
1,2025-06-03T10:18:04.140034,90.0
1,2025-06-03T10:18:05.140034,90.0
1,2025-06-03T10:18:06.140034,90.0
1,2025-06-03T10:18:07.140034,90.0
1,2025-06-03T10:18:08.140034,89.46
1,2025-06-03T10:18:09.140034,90.0
1,2025-06-03T10:18:10.140034,90.0
1,2025-06-03T10:18:11.140034,90.0
1,2025-06-03T10:18:12.140034,90.0
1,2025-06-03T10:18:13.140034,90.0
1,2025-06-03T10:18:14.140034,90.0
1,2025-06-03T10:18:15.140034,90.0
1,2025-06-03T10:18:16.140034,90.0
1,2025-06-03T10:18:17.140034,90.0
1,2025-06-03T10:18:18.140034,89.46
1,2025-06-03T10:18:19.140034,89.46
1,2025-06-03T10:18:20.140034,90.0
1,2025-06-03T10:18:21.140034,90.0
1,2025-06-03T10:18:22.140034,89.46
1,2025-06-03T10:18:23.140034,90.0
1,2025-06-03T10:18:24.140034,90.0
1,2025-06-03T10:18:25.140034,90.0
1,2025-06-03T10:18:26.140034,90.0
1,2025-06-03T10:18:27.140034,90.0
1,2025-06-03T10:18:28.140034,89.46
1,2025-06-03T10:18:29.140034,90.0
1,2025-06-03T10:18:30.140034,90.0
1,2025-06-03T10:18:31.140034,90.0
1,2025-06-03T10:18:32.140034,90.0
1,2025-06-03T10:18:33.140034,90.0
1,2025-06-03T10:18:34.140034,90.0
1,2025-06-03T10:18:35.140034,89.46
1,2025-06-03T10:18:36.140034,90.0
1,2025-06-03T10:18:37.140034,90.0
1,2025-06-03T10:18:38.140034,90.0
1,2025-06-03T10:18:39.140034,89.46
1,2025-06-03T10:18:40.140034,90.0
1,2025-06-03T10:18:41.140034,89.46
1,2025-06-03T10:18:42.140034,90.0
1,2025-06-03T10:18:43.140034,90.0
1,2025-06-03T10:18:44.140034,90.0
1,2025-06-03T10:18:45.140034,90.0
1,2025-06-03T10:18:46.140034,90.0
1,2025-06-03T10:18:47.140034,90.0
1,2025-06-03T10:18:48.140034,89.46
1,2025-06-03T10:18:49.140034,89.46
1,2025-06-03T10:18:50.140034,90.0
1,2025-06-03T10:18:51.140034,90.0
1,2025-06-03T10:18:52.140034,90.0
1,2025-06-03T10:18:53.140034,90.0
1,2025-06-03T10:18:54.140034,90.0
1,2025-06-03T10:18:55.140034,90.0
1,2025-06-03T10:18:56.140034,89.46
1,2025-06-03T10:18:57.140034,90.0
1,2025-06-03T10:18:58.140034,90.0
1,2025-06-03T10:18:59.140034,89.46
1,2025-06-03T10:19:00.140034,89.46
1,2025-06-03T10:19:01.140034,90.0
1,2025-06-03T10:19:02.140034,89.46
1,2025-06-03T10:19:03.140034,90.0
1,2025-06-03T10:19:04.140034,90.0
1,2025-06-03T10:19:05.140034,90.0
1,2025-06-03T10:19:06.140034,90.0
1,2025-06-03T10:19:07.140034,90.0
1,2025-06-03T10:19:08.140034,90.0
1,2025-06-03T10:19:09.140034,89.46
1,2025-06-03T10:19:10.140034,90.0
1,2025-06-03T10:19:11.140034,90.0
1,2025-06-03T10:19:12.140034,90.0
1,2025-06-03T10:19:13.140034,90.0
1,2025-06-03T10:19:14.140034,90.0
1,2025-06-03T10:19:15.140034,89.46
1,2025-06-03T10:19:16.140034,90.0
1,2025-06-03T10:19:17.140034,89.46
1,2025-06-03T10:19:18.140034,90.0
1,2025-06-03T10:19:19.140034,89.46
1,2025-06-03T10:19:20.140034,90.0
1,2025-06-03T10:19:21.140034,90.0
1,2025-06-03T10:19:22.140034,90.0
1,2025-06-03T10:19:23.140034,90.0
1,2025-06-03T10:19:24.140034,89.46
1,2025-06-03T10:19:25.140034,90.0
1,2025-06-03T10:19:26.140034,90.0
1,2025-06-03T10:19:27.140034,89.46
1,2025-06-03T10:19:28.140034,90.0
1,2025-06-03T10:19:29.140034,90.0
1,2025-06-03T10:19:30.140034,90.0
1,2025-06-03T10:19:31.140034,90.0
1,2025-06-03T10:19:32.140034,90.0
1,2025-06-03T10:19:33.140034,90.0
1,2025-06-03T10:19:34.140034,90.0
1,2025-06-03T10:19:35.140034,89.46
1,2025-06-03T10:19:36.140034,90.0
1,2025-06-03T10:19:37.140034,90.0
1,2025-06-03T10:19:38.140034,90.0
1,2025-06-03T10:19:39.140034,89.46
1,2025-06-03T10:19:40.140034,90.0
1,2025-06-03T10:19:41.140034,90.0
1,2025-06-03T10:19:42.140034,90.0
1,2025-06-03T10:19:43.140034,90.0
1,2025-06-03T10:19:44.140034,89.46
1,2025-06-03T10:19:45.140034,89.46
1,2025-06-03T10:19:46.140034,90.0
1,2025-06-03T10:19:47.140034,90.0
1,2025-06-03T10:19:48.140034,90.0
1,2025-06-03T10:19:49.140034,90.0
1,2025-06-03T10:19:50.140034,90.0
1,2025-06-03T10:19:51.140034,89.46
1,2025-06-03T10:19:52.140034,90.0
1,2025-06-03T10:19:53.140034,90.0
1,2025-06-03T10:19:54.140034,90.0
1,2025-06-03T10:19:55.140034,90.0
1,2025-06-03T10:19:56.140034,90.0
1,2025-06-03T10:19:57.140034,90.0
1,2025-06-03T10:19:58.140034,90.0
1,2025-06-03T10:19:59.140034,90.0
1,2025-06-03T10:20:00.140034,89.46
1,2025-06-03T10:20:01.140034,90.0
1,2025-06-03T10:20:02.140034,90.0
1,2025-06-03T10:20:03.140034,90.0
1,2025-06-03T10:20:04.140034,85.99
1,2025-06-03T10:20:05.140034,83.39
1,2025-06-03T10:20:06.140034,89.46
1,2025-06-03T10:20:07.140034,85.44
1,2025-06-03T10:20:08.140034,86.76
1,2025-06-03T10:20:09.140034,88.04
1,2025-06-03T10:20:10.140034,89.49
1,2025-06-03T10:20:11.140034,90.0
1,2025-06-03T10:20:12.140034,89.46
1,2025-06-03T10:20:13.140034,90.0
1,2025-06-03T10:20:14.140034,89.46
1,2025-06-03T10:20:15.140034,90.0
1,2025-06-03T10:20:16.140034,90.0
1,2025-06-03T10:20:17.140034,89.46
1,2025-06-03T10:20:18.140034,90.0
1,2025-06-03T10:20:19.140034,90.0
1,2025-06-03T10:20:20.140034,89.46
1,2025-06-03T10:20:21.140034,89.46
1,2025-06-03T10:20:22.140034,89.46
1,2025-06-03T10:20:23.140034,89.46
1,2025-06-03T10:20:24.140034,90.0
1,2025-06-03T10:20:25.140034,90.0
1,2025-06-03T10:20:26.140034,90.0
1,2025-06-03T10:20:27.140034,90.0
1,2025-06-03T10:20:28.140034,90.0
1,2025-06-03T10:20:29.140034,90.0
1,2025-06-03T10:20:30.140034,90.0
1,2025-06-03T10:20:31.140034,90.0
1,2025-06-03T10:20:32.140034,90.0
1,2025-06-03T10:20:33.140034,90.0
1,2025-06-03T10:20:34.140034,90.0
1,2025-06-03T10:20:35.140034,90.0
1,2025-06-03T10:20:36.140034,90.0
1,2025-06-03T10:20:37.140034,90.0
1,2025-06-03T10:20:38.140034,90.0
1,2025-06-03T10:20:39.140034,90.0
1,2025-06-03T10:20:40.140034,89.46
1,2025-06-03T10:20:41.140034,90.0
1,2025-06-03T10:20:42.140034,90.0
1,2025-06-03T10:20:43.140034,90.0
1,2025-06-03T10:20:44.140034,90.0
1,2025-06-03T10:20:45.140034,89.46
1,2025-06-03T10:20:46.140034,90.0
1,2025-06-03T10:20:47.140034,90.0
1,2025-06-03T10:20:48.140034,89.46
1,2025-06-03T10:20:49.140034,89.46
1,2025-06-03T10:20:50.140034,90.0
1,2025-06-03T10:20:51.140034,89.46
1,2025-06-03T10:20:52.140034,90.0
1,2025-06-03T10:20:53.140034,90.0
1,2025-06-03T10:20:54.140034,90.0
1,2025-06-03T10:20:55.140034,90.0
1,2025-06-03T10:20:56.140034,89.46
1,2025-06-03T10:20:57.140034,90.0
1,2025-06-03T10:20:58.140034,90.0
1,2025-06-03T10:20:59.140034,89.46
1,2025-06-03T10:21:00.140034,89.46
1,2025-06-03T10:21:01.140034,90.0
1,2025-06-03T10:21:02.140034,89.46
1,2025-06-03T10:21:03.140034,90.0
1,2025-06-03T10:21:04.140034,90.0
1,2025-06-03T10:21:05.140034,90.0
1,2025-06-03T10:21:06.140034,90.0
1,2025-06-03T10:21:07.140034,90.0
1,2025-06-03T10:21:08.140034,90.0
1,2025-06-03T10:21:09.140034,90.0
1,2025-06-03T10:21:10.140034,90.0
1,2025-06-03T10:21:11.140034,90.0
1,2025-06-03T10:21:12.140034,90.0
1,2025-06-03T10:21:13.140034,89.46
1,2025-06-03T10:21:14.140034,89.46
1,2025-06-03T10:21:15.140034,89.46
1,2025-06-03T10:21:16.140034,89.46
1,2025-06-03T10:21:17.140034,89.46
1,2025-06-03T10:21:18.140034,89.46
1,2025-06-03T10:21:19.140034,90.0
1,2025-06-03T10:21:20.140034,90.0
1,2025-06-03T10:21:21.140034,90.0
1,2025-06-03T10:21:22.140034,90.0
1,2025-06-03T10:21:23.140034,90.0
1,2025-06-03T10:21:24.140034,90.0
1,2025-06-03T10:21:25.140034,90.0
1,2025-06-03T10:21:26.140034,90.0
1,2025-06-03T10:21:27.140034,90.0
1,2025-06-03T10:21:28.140034,90.0
1,2025-06-03T10:21:29.140034,90.0
1,2025-06-03T10:21:30.140034,90.0
1,2025-06-03T10:21:31.140034,90.0
1,2025-06-03T10:21:32.140034,90.0
1,2025-06-03T10:21:33.140034,90.0
1,2025-06-03T10:21:34.140034,90.0
1,2025-06-03T10:21:35.140034,90.0
1,2025-06-03T10:21:36.140034,90.0
1,2025-06-03T10:21:37.140034,90.0
1,2025-06-03T10:21:38.140034,90.0
1,2025-06-03T10:21:39.140034,90.0
1,2025-06-03T10:21:40.140034,90.0
1,2025-06-03T10:21:41.140034,90.0
1,2025-06-03T10:21:42.140034,90.0
1,2025-06-03T10:21:43.140034,90.0
1,2025-06-03T10:21:44.140034,90.0
1,2025-06-03T10:21:45.140034,90.0
1,2025-06-03T10:21:46.140034,90.0
1,2025-06-03T10:21:47.140034,90.0
1,2025-06-03T10:21:48.140034,90.0
1,2025-06-03T10:21:49.140034,90.0
1,2025-06-03T10:21:50.140034,90.0
1,2025-06-03T10:21:51.140034,90.0
1,2025-06-03T10:21:52.140034,90.0
1,2025-06-03T10:21:53.140034,89.46
1,2025-06-03T10:21:54.140034,90.0
1,2025-06-03T10:21:55.140034,90.0
1,2025-06-03T10:21:56.140034,90.0
1,2025-06-03T10:21:57.140034,90.0
1,2025-06-03T10:21:58.140034,90.0
1,2025-06-03T10:21:59.140034,90.0
1,2025-06-03T10:22:00.140034,90.0
1,2025-06-03T10:22:01.140034,89.46
1,2025-06-03T10:22:02.140034,90.0
1,2025-06-03T10:22:03.140034,89.46
1,2025-06-03T10:22:04.140034,90.0
1,2025-06-03T10:22:05.140034,89.46
1,2025-06-03T10:22:06.140034,90.0
1,2025-06-03T10:22:07.140034,90.0
1,2025-06-03T10:22:08.140034,89.46
1,2025-06-03T10:22:09.140034,89.46
1,2025-06-03T10:22:10.140034,89.46
1,2025-06-03T10:22:11.140034,89.46
1,2025-06-03T10:22:12.140034,89.46
1,2025-06-03T10:22:13.140034,88.19
1,2025-06-03T10:22:14.140034,89.46
1,2025-06-03T10:22:15.140034,90.0
1,2025-06-03T10:22:16.140034,89.46
1,2025-06-03T10:22:17.140034,90.0
1,2025-06-03T10:22:18.140034,90.0
1,2025-06-03T10:22:19.140034,90.0
1,2025-06-03T10:22:20.140034,89.46
1,2025-06-03T10:22:21.140034,90.0
1,2025-06-03T10:22:22.140034,89.46
1,2025-06-03T10:22:23.140034,89.46
1,2025-06-03T10:22:24.140034,90.0
1,2025-06-03T10:22:25.140034,90.0
1,2025-06-03T10:22:26.140034,90.0
1,2025-06-03T10:22:27.140034,90.0
1,2025-06-03T10:22:28.140034,90.0
1,2025-06-03T10:22:29.140034,90.0
1,2025-06-03T10:22:30.140034,90.0
1,2025-06-03T10:22:31.140034,90.0
1,2025-06-03T10:22:32.140034,89.46
1,2025-06-03T10:22:33.140034,90.0
1,2025-06-03T10:22:34.140034,90.0
1,2025-06-03T10:22:35.140034,90.0
1,2025-06-03T10:22:36.140034,90.0
1,2025-06-03T10:22:37.140034,89.46
1,2025-06-03T10:22:38.140034,90.0
1,2025-06-03T10:22:39.140034,90.0
1,2025-06-03T10:22:40.140034,90.0
1,2025-06-03T10:22:41.140034,90.0
1,2025-06-03T10:22:42.140034,89.46
1,2025-06-03T10:22:43.140034,90.0
1,2025-06-03T10:22:44.140034,90.0
1,2025-06-03T10:22:45.140034,90.0
1,2025-06-03T10:22:46.140034,90.0
1,2025-06-03T10:22:47.140034,90.0
1,2025-06-03T10:22:48.140034,90.0
1,2025-06-03T10:22:49.140034,90.0
1,2025-06-03T10:22:50.140034,90.0
1,2025-06-03T10:22:51.140034,90.0
1,2025-06-03T10:22:52.140034,90.0
1,2025-06-03T10:22:53.140034,89.46
1,2025-06-03T10:22:54.140034,90.0
1,2025-06-03T10:22:55.140034,90.0
1,2025-06-03T10:22:56.140034,90.0
1,2025-06-03T10:22:57.140034,90.0
1,2025-06-03T10:22:58.140034,89.46
1,2025-06-03T10:22:59.140034,90.0
1,2025-06-03T10:23:00.140034,90.0
1,2025-06-03T10:23:01.140034,90.0
1,2025-06-03T10:23:02.140034,90.0
1,2025-06-03T10:23:03.140034,90.0
1,2025-06-03T10:23:04.140034,90.0
1,2025-06-03T10:23:05.140034,90.0
1,2025-06-03T10:23:06.140034,90.0
1,2025-06-03T10:23:07.140034,90.0
1,2025-06-03T10:23:08.140034,90.0
1,2025-06-03T10:23:09.140034,90.0
1,2025-06-03T10:23:10.140034,90.0
1,2025-06-03T10:23:11.140034,90.0
1,2025-06-03T10:23:12.140034,90.0
1,2025-06-03T10:23:13.140034,90.0
1,2025-06-03T10:23:14.140034,89.46
1,2025-06-03T10:23:15.140034,90.0
1,2025-06-03T10:23:16.140034,90.0
1,2025-06-03T10:23:17.140034,90.0
1,2025-06-03T10:23:18.140034,89.46
1,2025-06-03T10:23:19.140034,90.0
1,2025-06-03T10:23:20.140034,90.0
1,2025-06-03T10:23:21.140034,90.0
1,2025-06-03T10:23:22.140034,89.46
1,2025-06-03T10:23:23.140034,90.0
1,2025-06-03T10:23:24.140034,90.0
1,2025-06-03T10:23:25.140034,89.46
1,2025-06-03T10:23:26.140034,90.0
1,2025-06-03T10:23:27.140034,90.0
1,2025-06-03T10:23:28.140034,89.46
1,2025-06-03T10:23:29.140034,90.0
1,2025-06-03T10:23:30.140034,90.0
1,2025-06-03T10:23:31.140034,89.46
1,2025-06-03T10:23:32.140034,90.0
1,2025-06-03T10:23:33.140034,89.46
1,2025-06-03T10:23:34.140034,90.0
1,2025-06-03T10:23:35.140034,90.0
1,2025-06-03T10:23:36.140034,90.0
1,2025-06-03T10:23:37.140034,89.46
1,2025-06-03T10:23:38.140034,90.0
1,2025-06-03T10:23:39.140034,90.0
1,2025-06-03T10:23:40.140034,90.0
1,2025-06-03T10:23:41.140034,89.46
1,2025-06-03T10:23:42.140034,90.0
1,2025-06-03T10:23:43.140034,89.46
1,2025-06-03T10:23:44.140034,90.0
1,2025-06-03T10:23:45.140034,90.0
1,2025-06-03T10:23:46.140034,90.0
1,2025-06-03T10:23:47.140034,89.46
1,2025-06-03T10:23:48.140034,90.0
1,2025-06-03T10:23:49.140034,90.0
1,2025-06-03T10:23:50.140034,89.46
1,2025-06-03T10:23:51.140034,90.0
1,2025-06-03T10:23:52.140034,90.0
1,2025-06-03T10:23:53.140034,90.0
1,2025-06-03T10:23:54.140034,90.0
1,2025-06-03T10:23:55.140034,90.0
1,2025-06-03T10:23:56.140034,90.0
1,2025-06-03T10:23:57.140034,90.0
1,2025-06-03T10:23:58.140034,90.0
1,2025-06-03T10:23:59.140034,89.46
1,2025-06-03T10:24:00.140034,90.0
1,2025-06-03T10:24:01.140034,90.0
1,2025-06-03T10:24:02.140034,90.0
1,2025-06-03T10:24:03.140034,89.46
1,2025-06-03T10:24:04.140034,90.0
1,2025-06-03T10:24:05.140034,90.0
1,2025-06-03T10:24:06.140034,90.0
1,2025-06-03T10:24:07.140034,90.0
1,2025-06-03T10:24:08.140034,90.0
1,2025-06-03T10:24:09.140034,89.46
1,2025-06-03T10:24:10.140034,90.0
1,2025-06-03T10:24:11.140034,90.0
1,2025-06-03T10:24:12.140034,90.0
1,2025-06-03T10:24:13.140034,90.0
1,2025-06-03T10:24:14.140034,90.0
1,2025-06-03T10:24:15.140034,90.0
1,2025-06-03T10:24:16.140034,89.46
1,2025-06-03T10:24:17.140034,90.0
1,2025-06-03T10:24:18.140034,89.46
1,2025-06-03T10:24:19.140034,90.0
