sensor_id,timestamp,speed
2,2025-06-03T10:14:38.140034,69.29
2,2025-06-03T10:14:39.140034,71.86
2,2025-06-03T10:14:40.140034,69.87
2,2025-06-03T10:14:41.140034,73.1
2,2025-06-03T10:14:42.140034,71.75
2,2025-06-03T10:14:43.140034,69.79
2,2025-06-03T10:14:44.140034,73.67
2,2025-06-03T10:14:45.140034,71.43
2,2025-06-03T10:14:46.140034,69.7
2,2025-06-03T10:14:47.140034,72.51
2,2025-06-03T10:14:48.140034,71.35
2,2025-06-03T10:14:49.140034,68.49
2,2025-06-03T10:14:50.140034,72.02
2,2025-06-03T10:14:51.140034,75.42
2,2025-06-03T10:14:52.140034,79.04
2,2025-06-03T10:14:53.140034,81.79
2,2025-06-03T10:14:54.140034,84.36
2,2025-06-03T10:14:55.140034,88.6
2,2025-06-03T10:14:56.140034,91.81
2,2025-06-03T10:14:57.140034,95.66
2,2025-06-03T10:14:58.140034,99.35
2,2025-06-03T10:14:59.140034,101.99
2,2025-06-03T10:15:00.140034,100.05
2,2025-06-03T10:15:01.140034,98.11
2,2025-06-03T10:15:02.140034,100.91
2,2025-06-03T10:15:03.140034,99.27
2,2025-06-03T10:15:04.140034,103.71
2,2025-06-03T10:15:05.140034,102.14
2,2025-06-03T10:15:06.140034,99.51
2,2025-06-03T10:15:07.140034,103.79
2,2025-06-03T10:15:08.140034,100.28
2,2025-06-03T10:15:09.140034,98.01
2,2025-06-03T10:15:10.140034,101.08
2,2025-06-03T10:15:11.140034,97.94
2,2025-06-03T10:15:12.140034,96.45
2,2025-06-03T10:15:13.140034,94.28
2,2025-06-03T10:15:14.140034,92.15
2,2025-06-03T10:15:15.140034,88.24
2,2025-06-03T10:15:16.140034,84.65
2,2025-06-03T10:15:17.140034,82.49
2,2025-06-03T10:15:18.140034,79.18
2,2025-06-03T10:15:19.140034,78.02
2,2025-06-03T10:15:20.140034,76.29
2,2025-06-03T10:15:21.140034,74.71
2,2025-06-03T10:15:22.140034,72.19
2,2025-06-03T10:15:23.140034,68.82
2,2025-06-03T10:15:24.140034,66.6
2,2025-06-03T10:15:25.140034,64.4
2,2025-06-03T10:15:26.140034,63.31
2,2025-06-03T10:15:27.140034,60.34
2,2025-06-03T10:15:28.140034,58.81
2,2025-06-03T10:15:29.140034,56.07
2,2025-06-03T10:15:30.140034,53.57
2,2025-06-03T10:15:31.140034,50.01
2,2025-06-03T10:15:32.140034,48.95
2,2025-06-03T10:15:33.140034,47.43
2,2025-06-03T10:15:34.140034,46.2
2,2025-06-03T10:15:35.140034,42.85
2,2025-06-03T10:15:36.140034,39.68
2,2025-06-03T10:15:37.140034,38.33
2,2025-06-03T10:15:38.140034,37.32
2,2025-06-03T10:15:39.140034,35.49
2,2025-06-03T10:15:40.140034,34.12
2,2025-06-03T10:15:41.140034,31.26
2,2025-06-03T10:15:42.140034,28.33
2,2025-06-03T10:15:43.140034,27.31
2,2025-06-03T10:15:44.140034,26.12
2,2025-06-03T10:15:45.140034,24.99
2,2025-06-03T10:15:46.140034,21.96
2,2025-06-03T10:15:47.140034,20.8
2,2025-06-03T10:15:48.140034,16.98
2,2025-06-03T10:15:49.140034,14.29
2,2025-06-03T10:15:50.140034,12.21
2,2025-06-03T10:15:51.140034,8.89
2,2025-06-03T10:15:52.140034,6.03
2,2025-06-03T10:15:53.140034,4.77
2,2025-06-03T10:15:54.140034,8.72
2,2025-06-03T10:15:55.140034,12.38
2,2025-06-03T10:15:56.140034,15.45
2,2025-06-03T10:15:57.140034,18.5
2,2025-06-03T10:15:58.140034,22.02
2,2025-06-03T10:15:59.140034,26.23
2,2025-06-03T10:16:00.140034,28.92
2,2025-06-03T10:16:01.140034,33.36
2,2025-06-03T10:16:02.140034,29.4
2,2025-06-03T10:16:03.140034,32.35
2,2025-06-03T10:16:04.140034,30.21
2,2025-06-03T10:16:05.140034,27.45
2,2025-06-03T10:16:06.140034,30.91
2,2025-06-03T10:16:07.140034,27.61
2,2025-06-03T10:16:08.140034,31.81
2,2025-06-03T10:16:09.140034,28.65
2,2025-06-03T10:16:10.140034,31.75
2,2025-06-03T10:16:11.140034,28.79
2,2025-06-03T10:16:12.140034,31.59
2,2025-06-03T10:16:13.140034,30.54
2,2025-06-03T10:16:14.140034,34.99
2,2025-06-03T10:16:15.140034,39.11
2,2025-06-03T10:16:16.140034,42.56
2,2025-06-03T10:16:17.140034,46.11
2,2025-06-03T10:16:18.140034,49.71
2,2025-06-03T10:16:19.140034,52.51
2,2025-06-03T10:16:20.140034,50.88
2,2025-06-03T10:16:21.140034,49.55
2,2025-06-03T10:16:22.140034,52.28
2,2025-06-03T10:16:23.140034,48.88
2,2025-06-03T10:16:24.140034,52.73
2,2025-06-03T10:16:25.140034,50.72
2,2025-06-03T10:16:26.140034,48.37
2,2025-06-03T10:16:27.140034,51.28
2,2025-06-03T10:16:28.140034,50.01
2,2025-06-03T10:16:29.140034,46.41
2,2025-06-03T10:16:30.140034,49.67
2,2025-06-03T10:16:31.140034,52.18
2,2025-06-03T10:16:32.140034,48.76
2,2025-06-03T10:16:33.140034,52.03
2,2025-06-03T10:16:34.140034,48.21
2,2025-06-03T10:16:35.140034,51.86
2,2025-06-03T10:16:36.140034,54.42
2,2025-06-03T10:16:37.140034,57.56
2,2025-06-03T10:16:38.140034,61.8
2,2025-06-03T10:16:39.140034,64.38
2,2025-06-03T10:16:40.140034,67.63
2,2025-06-03T10:16:41.140034,72.13
2,2025-06-03T10:16:42.140034,70.18
2,2025-06-03T10:16:43.140034,68.94
2,2025-06-03T10:16:44.140034,71.45
2,2025-06-03T10:16:45.140034,70.29
2,2025-06-03T10:16:46.140034,67.52
2,2025-06-03T10:16:47.140034,71.24
2,2025-06-03T10:16:48.140034,69.58
2,2025-06-03T10:16:49.140034,73.32
2,2025-06-03T10:16:50.140034,72.14
2,2025-06-03T10:16:51.140034,69.99
2,2025-06-03T10:16:52.140034,73.05
2,2025-06-03T10:16:53.140034,70.02
2,2025-06-03T10:16:54.140034,68.35
2,2025-06-03T10:16:55.140034,71.18
2,2025-06-03T10:16:56.140034,75.12
2,2025-06-03T10:16:57.140034,79.52
2,2025-06-03T10:16:58.140034,83.16
2,2025-06-03T10:16:59.140034,86.66
2,2025-06-03T10:17:00.140034,89.31
2,2025-06-03T10:17:01.140034,92.95
2,2025-06-03T10:17:02.140034,95.94
2,2025-06-03T10:17:03.140034,99.2
2,2025-06-03T10:17:04.140034,102.48
2,2025-06-03T10:17:05.140034,101.46
2,2025-06-03T10:17:06.140034,100.45
2,2025-06-03T10:17:07.140034,98.55
2,2025-06-03T10:17:08.140034,101.78
2,2025-06-03T10:17:09.140034,99.54
2,2025-06-03T10:17:10.140034,102.95
2,2025-06-03T10:17:11.140034,100.56
2,2025-06-03T10:17:12.140034,98.64
2,2025-06-03T10:17:13.140034,103.04
2,2025-06-03T10:17:14.140034,101.39
2,2025-06-03T10:17:15.140034,99.77
2,2025-06-03T10:17:16.140034,102.4
2,2025-06-03T10:17:17.140034,99.67
2,2025-06-03T10:17:18.140034,96.42
2,2025-06-03T10:17:19.140034,94.89
2,2025-06-03T10:17:20.140034,91.93
2,2025-06-03T10:17:21.140034,89.66
2,2025-06-03T10:17:22.140034,87.85
2,2025-06-03T10:17:23.140034,85.37
2,2025-06-03T10:17:24.140034,82.31
2,2025-06-03T10:17:25.140034,79.96
2,2025-06-03T10:17:26.140034,77.35
2,2025-06-03T10:17:27.140034,75.7
2,2025-06-03T10:17:28.140034,72.46
2,2025-06-03T10:17:29.140034,70.94
2,2025-06-03T10:17:30.140034,69.77
2,2025-06-03T10:17:31.140034,66.27
2,2025-06-03T10:17:32.140034,64.77
2,2025-06-03T10:17:33.140034,63.04
2,2025-06-03T10:17:34.140034,61.93
2,2025-06-03T10:17:35.140034,59.88
2,2025-06-03T10:17:36.140034,56.44
2,2025-06-03T10:17:37.140034,55.04
2,2025-06-03T10:17:38.140034,52.54
2,2025-06-03T10:17:39.140034,48.9
2,2025-06-03T10:17:40.140034,47.09
2,2025-06-03T10:17:41.140034,45.78
2,2025-06-03T10:17:42.140034,44.32
2,2025-06-03T10:17:43.140034,43.1
2,2025-06-03T10:17:44.140034,40.31
2,2025-06-03T10:17:45.140034,38.4
2,2025-06-03T10:17:46.140034,35.07
2,2025-06-03T10:17:47.140034,33.44
2,2025-06-03T10:17:48.140034,30.98
2,2025-06-03T10:17:49.140034,29.3
2,2025-06-03T10:17:50.140034,26.12
2,2025-06-03T10:17:51.140034,22.49
2,2025-06-03T10:17:52.140034,19.74
2,2025-06-03T10:17:53.140034,18.16
2,2025-06-03T10:17:54.140034,16.12
2,2025-06-03T10:17:55.140034,15.09
2,2025-06-03T10:17:56.140034,11.78
2,2025-06-03T10:17:57.140034,10.58
2,2025-06-03T10:17:58.140034,7.7
2,2025-06-03T10:17:59.140034,4.24
2,2025-06-03T10:18:00.140034,7.23
2,2025-06-03T10:18:01.140034,10.04
2,2025-06-03T10:18:02.140034,12.73
2,2025-06-03T10:18:03.140034,17.07
2,2025-06-03T10:18:04.140034,20.29
2,2025-06-03T10:18:05.140034,23.49
2,2025-06-03T10:18:06.140034,26.1
2,2025-06-03T10:18:07.140034,29.19
2,2025-06-03T10:18:08.140034,32.76
2,2025-06-03T10:18:09.140034,29.83
2,2025-06-03T10:18:10.140034,32.58
2,2025-06-03T10:18:11.140034,29.1
2,2025-06-03T10:18:12.140034,32.36
2,2025-06-03T10:18:13.140034,30.45
2,2025-06-03T10:18:14.140034,29.0
2,2025-06-03T10:18:15.140034,33.38
2,2025-06-03T10:18:16.140034,31.89
2,2025-06-03T10:18:17.140034,30.58
2,2025-06-03T10:18:18.140034,29.28
2,2025-06-03T10:18:19.140034,33.61
2,2025-06-03T10:18:20.140034,36.23
2,2025-06-03T10:18:21.140034,40.64
2,2025-06-03T10:18:22.140034,43.47
2,2025-06-03T10:18:23.140034,46.84
2,2025-06-03T10:18:24.140034,50.92
2,2025-06-03T10:18:25.140034,47.67
2,2025-06-03T10:18:26.140034,51.79
2,2025-06-03T10:18:27.140034,48.9
2,2025-06-03T10:18:28.140034,53.03
2,2025-06-03T10:18:29.140034,49.13
2,2025-06-03T10:18:30.140034,53.1
2,2025-06-03T10:18:31.140034,50.57
2,2025-06-03T10:18:32.140034,47.91
2,2025-06-03T10:18:33.140034,51.0
2,2025-06-03T10:18:34.140034,47.23
2,2025-06-03T10:18:35.140034,50.06
2,2025-06-03T10:18:36.140034,47.07
2,2025-06-03T10:18:37.140034,51.24
2,2025-06-03T10:18:38.140034,50.2
2,2025-06-03T10:18:39.140034,46.79
2,2025-06-03T10:18:40.140034,50.97
2,2025-06-03T10:18:41.140034,53.89
2,2025-06-03T10:18:42.140034,57.02
2,2025-06-03T10:18:43.140034,61.24
2,2025-06-03T10:18:44.140034,63.81
2,2025-06-03T10:18:45.140034,67.89
2,2025-06-03T10:18:46.140034,71.95
2,2025-06-03T10:18:47.140034,68.93
2,2025-06-03T10:18:48.140034,73.33
2,2025-06-03T10:18:49.140034,69.72
2,2025-06-03T10:18:50.140034,72.23
2,2025-06-03T10:18:51.140034,69.66
2,2025-06-03T10:18:52.140034,73.94
2,2025-06-03T10:18:53.140034,71.26
2,2025-06-03T10:18:54.140034,67.62
2,2025-06-03T10:18:55.140034,70.86
2,2025-06-03T10:18:56.140034,69.37
2,2025-06-03T10:18:57.140034,72.07
2,2025-06-03T10:18:58.140034,71.05
2,2025-06-03T10:18:59.140034,68.69
2,2025-06-03T10:19:00.140034,72.88
2,2025-06-03T10:19:01.140034,69.27
2,2025-06-03T10:19:02.140034,71.97
2,2025-06-03T10:19:03.140034,74.84
2,2025-06-03T10:19:04.140034,78.62
2,2025-06-03T10:19:05.140034,82.11
2,2025-06-03T10:19:06.140034,85.08
2,2025-06-03T10:19:07.140034,88.76
2,2025-06-03T10:19:08.140034,91.74
2,2025-06-03T10:19:09.140034,95.2
2,2025-06-03T10:19:10.140034,99.53
2,2025-06-03T10:19:11.140034,102.68
2,2025-06-03T10:19:12.140034,100.4
2,2025-06-03T10:19:13.140034,99.27
2,2025-06-03T10:19:14.140034,103.67
2,2025-06-03T10:19:15.140034,102.67
2,2025-06-03T10:19:16.140034,99.62
2,2025-06-03T10:19:17.140034,103.27
2,2025-06-03T10:19:18.140034,100.56
2,2025-06-03T10:19:19.140034,99.08
2,2025-06-03T10:19:20.140034,101.66
2,2025-06-03T10:19:21.140034,100.63
2,2025-06-03T10:19:22.140034,97.98
2,2025-06-03T10:19:23.140034,95.3
2,2025-06-03T10:19:24.140034,91.46
2,2025-06-03T10:19:25.140034,90.19
2,2025-06-03T10:19:26.140034,87.69
2,2025-06-03T10:19:27.140034,85.67
2,2025-06-03T10:19:28.140034,82.4
2,2025-06-03T10:19:29.140034,79.48
2,2025-06-03T10:19:30.140034,76.02
2,2025-06-03T10:19:31.140034,74.23
2,2025-06-03T10:19:32.140034,72.94
2,2025-06-03T10:19:33.140034,71.68
2,2025-06-03T10:19:34.140034,69.58
2,2025-06-03T10:19:35.140034,68.43
2,2025-06-03T10:19:36.140034,65.54
2,2025-06-03T10:19:37.140034,62.27
2,2025-06-03T10:19:38.140034,59.78
2,2025-06-03T10:19:39.140034,56.56
2,2025-06-03T10:19:40.140034,55.11
2,2025-06-03T10:19:41.140034,53.72
2,2025-06-03T10:19:42.140034,51.05
2,2025-06-03T10:19:43.140034,49.38
2,2025-06-03T10:19:44.140034,47.12
2,2025-06-03T10:19:45.140034,46.03
2,2025-06-03T10:19:46.140034,44.72
2,2025-06-03T10:19:47.140034,40.9
2,2025-06-03T10:19:48.140034,39.78
2,2025-06-03T10:19:49.140034,36.29
2,2025-06-03T10:19:50.140034,33.49
2,2025-06-03T10:19:51.140034,30.44
2,2025-06-03T10:19:52.140034,29.23
2,2025-06-03T10:19:53.140034,27.73
2,2025-06-03T10:19:54.140034,23.85
2,2025-06-03T10:19:55.140034,22.09
2,2025-06-03T10:19:56.140034,19.34
2,2025-06-03T10:19:57.140034,15.5
2,2025-06-03T10:19:58.140034,14.22
2,2025-06-03T10:19:59.140034,13.06
2,2025-06-03T10:20:00.140034,9.74
2,2025-06-03T10:20:01.140034,8.46
2,2025-06-03T10:20:02.140034,5.91
2,2025-06-03T10:20:03.140034,2.64
2,2025-06-03T10:20:04.140034,0.0
2,2025-06-03T10:20:05.140034,0.0
2,2025-06-03T10:20:06.140034,3.37
2,2025-06-03T10:20:07.140034,7.84
2,2025-06-03T10:20:08.140034,11.32
2,2025-06-03T10:20:09.140034,14.71
2,2025-06-03T10:20:10.140034,19.04
2,2025-06-03T10:20:11.140034,22.88
2,2025-06-03T10:20:12.140034,27.04
2,2025-06-03T10:20:13.140034,31.15
2,2025-06-03T10:20:14.140034,28.99
2,2025-06-03T10:20:15.140034,33.23
2,2025-06-03T10:20:16.140034,29.63
2,2025-06-03T10:20:17.140034,34.07
2,2025-06-03T10:20:18.140034,30.26
2,2025-06-03T10:20:19.140034,27.54
2,2025-06-03T10:20:20.140034,31.78
2,2025-06-03T10:20:21.140034,29.76
2,2025-06-03T10:20:22.140034,33.81
2,2025-06-03T10:20:23.140034,32.28
2,2025-06-03T10:20:24.140034,30.54
2,2025-06-03T10:20:25.140034,29.3
2,2025-06-03T10:20:26.140034,32.41
2,2025-06-03T10:20:27.140034,35.17
2,2025-06-03T10:20:28.140034,38.56
2,2025-06-03T10:20:29.140034,42.3
2,2025-06-03T10:20:30.140034,44.81
2,2025-06-03T10:20:31.140034,48.74
2,2025-06-03T10:20:32.140034,52.98
2,2025-06-03T10:20:33.140034,50.62
2,2025-06-03T10:20:34.140034,48.36
2,2025-06-03T10:20:35.140034,50.92
2,2025-06-03T10:20:36.140034,47.92
2,2025-06-03T10:20:37.140034,50.48
2,2025-06-03T10:20:38.140034,48.04
2,2025-06-03T10:20:39.140034,51.97
2,2025-06-03T10:20:40.140034,50.4
2,2025-06-03T10:20:41.140034,47.34
2,2025-06-03T10:20:42.140034,51.76
2,2025-06-03T10:20:43.140034,48.68
2,2025-06-03T10:20:44.140034,52.33
2,2025-06-03T10:20:45.140034,50.01
2,2025-06-03T10:20:46.140034,46.74
2,2025-06-03T10:20:47.140034,49.26
2,2025-06-03T10:20:48.140034,52.42
2,2025-06-03T10:20:49.140034,54.92
2,2025-06-03T10:20:50.140034,59.31
2,2025-06-03T10:20:51.140034,63.29
2,2025-06-03T10:20:52.140034,66.65
2,2025-06-03T10:20:53.140034,69.38
2,2025-06-03T10:20:54.140034,73.28
2,2025-06-03T10:20:55.140034,72.11
2,2025-06-03T10:20:56.140034,68.83
2,2025-06-03T10:20:57.140034,72.88
2,2025-06-03T10:20:58.140034,71.15
2,2025-06-03T10:20:59.140034,67.16
2,2025-06-03T10:21:00.140034,70.06
2,2025-06-03T10:21:01.140034,66.7
2,2025-06-03T10:21:02.140034,70.3
2,2025-06-03T10:21:03.140034,67.44
2,2025-06-03T10:21:04.140034,70.72
2,2025-06-03T10:21:05.140034,68.88
2,2025-06-03T10:21:06.140034,72.26
2,2025-06-03T10:21:07.140034,69.25
2,2025-06-03T10:21:08.140034,71.98
2,2025-06-03T10:21:09.140034,76.26
2,2025-06-03T10:21:10.140034,79.35
2,2025-06-03T10:21:11.140034,83.72
2,2025-06-03T10:21:12.140034,87.02
2,2025-06-03T10:21:13.140034,89.85
2,2025-06-03T10:21:14.140034,94.05
2,2025-06-03T10:21:15.140034,97.84
2,2025-06-03T10:21:16.140034,102.05
2,2025-06-03T10:21:17.140034,100.5
2,2025-06-03T10:21:18.140034,97.01
2,2025-06-03T10:21:19.140034,101.24
2,2025-06-03T10:21:20.140034,100.18
2,2025-06-03T10:21:21.140034,98.4
2,2025-06-03T10:21:22.140034,102.42
2,2025-06-03T10:21:23.140034,100.2
2,2025-06-03T10:21:24.140034,96.98
2,2025-06-03T10:21:25.140034,101.39
2,2025-06-03T10:21:26.140034,100.34
2,2025-06-03T10:21:27.140034,97.09
2,2025-06-03T10:21:28.140034,100.64
2,2025-06-03T10:21:29.140034,96.95
2,2025-06-03T10:21:30.140034,95.74
2,2025-06-03T10:21:31.140034,93.3
2,2025-06-03T10:21:32.140034,92.09
2,2025-06-03T10:21:33.140034,88.84
2,2025-06-03T10:21:34.140034,87.14
2,2025-06-03T10:21:35.140034,85.64
2,2025-06-03T10:21:36.140034,82.85
2,2025-06-03T10:21:37.140034,81.37
2,2025-06-03T10:21:38.140034,77.57
2,2025-06-03T10:21:39.140034,73.74
2,2025-06-03T10:21:40.140034,70.37
2,2025-06-03T10:21:41.140034,67.22
2,2025-06-03T10:21:42.140034,63.84
2,2025-06-03T10:21:43.140034,61.01
2,2025-06-03T10:21:44.140034,59.96
2,2025-06-03T10:21:45.140034,57.33
2,2025-06-03T10:21:46.140034,54.94
2,2025-06-03T10:21:47.140034,51.19
2,2025-06-03T10:21:48.140034,49.9
2,2025-06-03T10:21:49.140034,52.43
2,2025-06-03T10:21:50.140034,49.92
2,2025-06-03T10:21:51.140034,48.63
2,2025-06-03T10:21:52.140034,45.68
2,2025-06-03T10:21:53.140034,41.95
2,2025-06-03T10:21:54.140034,37.98
2,2025-06-03T10:21:55.140034,35.48
2,2025-06-03T10:21:56.140034,31.88
2,2025-06-03T10:21:57.140034,29.65
2,2025-06-03T10:21:58.140034,27.62
2,2025-06-03T10:21:59.140034,24.55
2,2025-06-03T10:22:00.140034,23.42
2,2025-06-03T10:22:01.140034,21.85
2,2025-06-03T10:22:02.140034,18.31
2,2025-06-03T10:22:03.140034,17.1
2,2025-06-03T10:22:04.140034,14.61
2,2025-06-03T10:22:05.140034,12.29
2,2025-06-03T10:22:06.140034,10.93
2,2025-06-03T10:22:07.140034,8.4
2,2025-06-03T10:22:08.140034,5.39
2,2025-06-03T10:22:09.140034,2.16
2,2025-06-03T10:22:10.140034,0.92
2,2025-06-03T10:22:11.140034,0.0
2,2025-06-03T10:22:12.140034,2.92
2,2025-06-03T10:22:13.140034,5.75
2,2025-06-03T10:22:14.140034,9.02
2,2025-06-03T10:22:15.140034,13.23
2,2025-06-03T10:22:16.140034,17.48
2,2025-06-03T10:22:17.140034,20.2
2,2025-06-03T10:22:18.140034,23.84
2,2025-06-03T10:22:19.140034,27.54
2,2025-06-03T10:22:20.140034,31.18
2,2025-06-03T10:22:21.140034,29.79
2,2025-06-03T10:22:22.140034,33.29
2,2025-06-03T10:22:23.140034,31.57
2,2025-06-03T10:22:24.140034,27.76
2,2025-06-03T10:22:25.140034,31.4
2,2025-06-03T10:22:26.140034,29.89
2,2025-06-03T10:22:27.140034,32.92
2,2025-06-03T10:22:28.140034,31.86
2,2025-06-03T10:22:29.140034,28.85
2,2025-06-03T10:22:30.140034,32.73
2,2025-06-03T10:22:31.140034,31.7
2,2025-06-03T10:22:32.140034,34.87
2,2025-06-03T10:22:33.140034,38.44
2,2025-06-03T10:22:34.140034,42.79
2,2025-06-03T10:22:35.140034,46.6
2,2025-06-03T10:22:36.140034,50.49
2,2025-06-03T10:22:37.140034,47.26
2,2025-06-03T10:22:38.140034,49.93
2,2025-06-03T10:22:39.140034,54.16
2,2025-06-03T10:22:40.140034,51.49
2,2025-06-03T10:22:41.140034,50.1
2,2025-06-03T10:22:42.140034,47.76
2,2025-06-03T10:22:43.140034,50.51
2,2025-06-03T10:22:44.140034,48.0
2,2025-06-03T10:22:45.140034,51.04
2,2025-06-03T10:22:46.140034,49.92
2,2025-06-03T10:22:47.140034,54.29
2,2025-06-03T10:22:48.140034,52.94
2,2025-06-03T10:22:49.140034,49.41
2,2025-06-03T10:22:50.140034,52.28
2,2025-06-03T10:22:51.140034,49.34
2,2025-06-03T10:22:52.140034,53.45
2,2025-06-03T10:22:53.140034,57.85
2,2025-06-03T10:22:54.140034,60.79
2,2025-06-03T10:22:55.140034,64.61
2,2025-06-03T10:22:56.140034,68.59
2,2025-06-03T10:22:57.140034,72.7
2,2025-06-03T10:22:58.140034,69.35
2,2025-06-03T10:22:59.140034,73.27
2,2025-06-03T10:23:00.140034,69.71
2,2025-06-03T10:23:01.140034,73.42
2,2025-06-03T10:23:02.140034,72.15
2,2025-06-03T10:23:03.140034,69.17
2,2025-06-03T10:23:04.140034,71.84
2,2025-06-03T10:23:05.140034,67.94
2,2025-06-03T10:23:06.140034,71.83
2,2025-06-03T10:23:07.140034,70.81
2,2025-06-03T10:23:08.140034,68.82
2,2025-06-03T10:23:09.140034,73.29
2,2025-06-03T10:23:10.140034,71.21
2,2025-06-03T10:23:11.140034,67.7
2,2025-06-03T10:23:12.140034,71.93
2,2025-06-03T10:23:13.140034,70.33
2,2025-06-03T10:23:14.140034,74.43
2,2025-06-03T10:23:15.140034,77.03
2,2025-06-03T10:23:16.140034,80.29
2,2025-06-03T10:23:17.140034,83.51
2,2025-06-03T10:23:18.140034,87.27
2,2025-06-03T10:23:19.140034,90.13
2,2025-06-03T10:23:20.140034,92.82
2,2025-06-03T10:23:21.140034,95.43
2,2025-06-03T10:23:22.140034,99.27
2,2025-06-03T10:23:23.140034,101.97
2,2025-06-03T10:23:24.140034,100.82
2,2025-06-03T10:23:25.140034,97.87
2,2025-06-03T10:23:26.140034,100.55
2,2025-06-03T10:23:27.140034,97.99
2,2025-06-03T10:23:28.140034,101.59
2,2025-06-03T10:23:29.140034,99.94
2,2025-06-03T10:23:30.140034,104.31
2,2025-06-03T10:23:31.140034,100.72
2,2025-06-03T10:23:32.140034,99.48
2,2025-06-03T10:23:33.140034,101.99
2,2025-06-03T10:23:34.140034,98.35
2,2025-06-03T10:23:35.140034,97.25
2,2025-06-03T10:23:36.140034,95.57
2,2025-06-03T10:23:37.140034,92.71
2,2025-06-03T10:23:38.140034,90.27
2,2025-06-03T10:23:39.140034,87.09
2,2025-06-03T10:23:40.140034,83.96
2,2025-06-03T10:23:41.140034,82.74
2,2025-06-03T10:23:42.140034,80.41
2,2025-06-03T10:23:43.140034,78.86
2,2025-06-03T10:23:44.140034,75.83
2,2025-06-03T10:23:45.140034,72.17
2,2025-06-03T10:23:46.140034,70.65
2,2025-06-03T10:23:47.140034,68.6
2,2025-06-03T10:23:48.140034,65.91
2,2025-06-03T10:23:49.140034,64.17
2,2025-06-03T10:23:50.140034,60.94
2,2025-06-03T10:23:51.140034,57.6
2,2025-06-03T10:23:52.140034,54.6
2,2025-06-03T10:23:53.140034,51.86
2,2025-06-03T10:23:54.140034,47.9
2,2025-06-03T10:23:55.140034,51.46
2,2025-06-03T10:23:56.140034,49.28
2,2025-06-03T10:23:57.140034,47.47
2,2025-06-03T10:23:58.140034,45.49
2,2025-06-03T10:23:59.140034,44.03
2,2025-06-03T10:24:00.140034,41.21
2,2025-06-03T10:24:01.140034,39.51
2,2025-06-03T10:24:02.140034,38.42
2,2025-06-03T10:24:03.140034,36.61
2,2025-06-03T10:24:04.140034,32.94
2,2025-06-03T10:24:05.140034,29.87
2,2025-06-03T10:24:06.140034,26.21
2,2025-06-03T10:24:07.140034,22.55
2,2025-06-03T10:24:08.140034,20.6
2,2025-06-03T10:24:09.140034,19.39
2,2025-06-03T10:24:10.140034,16.5
2,2025-06-03T10:24:11.140034,15.44
2,2025-06-03T10:24:12.140034,11.64
2,2025-06-03T10:24:13.140034,9.43
2,2025-06-03T10:24:14.140034,8.08
2,2025-06-03T10:24:15.140034,6.48
2,2025-06-03T10:24:16.140034,3.71
2,2025-06-03T10:24:17.140034,0.45
2,2025-06-03T10:24:18.140034,3.99
2,2025-06-03T10:24:19.140034,7.33
2,2025-06-03T10:24:20.140034,11.57
2,2025-06-03T10:24:21.140034,14.97
